rank,address,city,zip,num_npis,total_paid,total_claims,num_unique_codes,num_auth_officials,same_auth_flag,entity_names,auth_officials
440,205 BROADWAY,LAWRENCE,018401046,3,4730419.48,103659,33,2,,SMILE CARE LLC | SYED HASAN HUSAINI | SEVEN SPRINGS DENTAL LLC,SATINDER JAWANDHA | DELPHINE DENIS SEVERE
441,1285 BEACON ST,BROOKLINE,024465284,2,4722859.35,71187,33,1,YES,CHANDER KHATRI | MASS GENERAL BRIGHAM URGENT CARE LLC,NIYUM GANDHI
442,45 OAK AVE,WORCESTER,016052730,5,4711955.98,151200,38,1,YES,NICHOLAS PACELLA | IAN HARDING | JULIA FEUDO | IAN A. HARDING MD PC dba <UNAVAIL> | ROSA RINCON - RIVERO,IAN HARDING
443,95 LINCOLN ST,FRAMINGHAM,017028205,2,4695253.51,22293,7,2,,METROWEST CHIROPRACTIC ASSOCIATES | BLUEVIEW AUTISM INTERVENTION SERVICES LLC,JAMES HARTIGAN | ANN AMON-KARANJA
444,130 WATER STREET,FITCHBURG,014201914,4,4686834.16,91590,88,3,,"COMMUNITY HEALTH CONNECTIONS, INC. dba <UNAVAIL> | DOSHI DMD PC | SHIVENDER BENIWAL | SUPER DENTAL OF FITCHBURG PLLC",HOUSSAM ALKHOURY | JOHN DEMALIA | RUSHABH DOSHI
445,270 CONCORD ST STE 1,FRAMINGHAM,017026489,2,4661374.78,59813,33,1,YES,JI HYUN LEE | JNL DENTAL ONE PC dba <UNAVAIL>,JI HYUN LEE
446,770 CONVERSE ST,LONGMEADOW,011061719,5,4656410.28,41839,17,3,,"JEWISH NURSING HOME OF WESTERN MASS., INC. | JEWISH NURSING HOME OF WESTERN MASS., INC. dba <UNAVAIL> | SPECTRUM HOME HEALTH AND HOSPICE CARE, INC. | JANET HELLIWELL | JAG GERIATRICS PC",THOMAS DYBICK | JENNIFER SANTERRE | UDAYA JAGADEESAN
447,1 ESSEX CENTER DRIVE,PEABODY,019602901,13,4626135.48,187459,101,3,,"LESLIE RIGALI | MICHAEL ROBBINS | LAHEY CLINIC, INC | NIDHI AGGARWAL | ALDO DAMIANI | DONALD CHABOT | ERIC TOLO | MAHESH BHARDWAJ | YANPING KONG | LAHEY CLINIC HOSPITAL INC | IRINA BUHAESCU | TIMOTHY DRAPER | ORTHOCARE MEDICAL EQUIPMENT, LLC",KERRIANN CATLAW | SUSAN MOFFATT-BRUCE | DAVID LONGWORTH
448,698 CRESCENT ST,BROCKTON,023023360,4,4618022.97,147076,25,1,YES,"DENTAL DREAMS, LLC | XIAOQING YANG | HILARY MCFADDEN | MACKENZIE PARK",TROY KLUCK
449,488 ESSEX ST,LAWRENCE,01840,2,4609151.88,98579,42,1,YES,"DB PRACTICE MANAGEMENT, INC dba <UNAVAIL> | ILENE EA",DARIO GONZALEZ
450,65 LIBBY ST,BROCKTON,023022949,5,4584750.34,147175,45,1,YES,HOWARD KAY | OLUYINKA RENO | BROCKTON PEDIATRICS | BRITT PENA | JEREMY SLOSBERG,YARA FERNANDEZ
451,366 COOLEY ST,SPRINGFIELD,011281144,2,4558406.87,22290,10,2,,"NEW ENGLAND FAMILY DENTISTRY ,PC dba <UNAVAIL> | DENTAL CARE SPECIALTIES PC",JOANNE TAVANO | TODD PACHELLO
452,73 PRINCETON ST STE 307,NORTH CHELMSFORD,018631581,2,4530245.83,30762,6,1,YES,SAMUEL ALEMAYHEU | TRAUMA AND FAMILY INTEGRATION,SAMUEL ALEMAYHEU
453,237 STATION AVE,SOUTH YARMOUTH,026641863,6,4518120.11,161628,51,1,YES,KARIN GILBERT | LORRAINE ZITO | KENNETH COLMER | PAUL MARZ | MATHEW BALDASARO | BASS RIVER PEDIATRIC ASSOCIATES,KENNETH COLMER
454,373 NEW BOSTON RD,FALL RIVER,027205814,5,4508695.56,82170,58,3,,"IMAN ALI | TOTAL EYE CARE, LLC | GYN-OB ASSOCIATES INC | ADVANCED DENTAL SPA OF FALL RIVER LLC | ADS FR PLLC",RAED YAZBECK | MOUSTAFA ALI | IMAN ALI
455,300 BRANCH ST,MANSFIELD,020482823,2,4470928.23,103545,4,2,,"HEALTHCARE OPTIONS, INC dba <UNAVAIL> | ACTIVE MA, INC.",KATHLEEN TRIER | DEBORA HOCKENBURY
456,585 LEBANON ST,MELROSE,021763225,23,4427591.45,119254,74,7,,"JENNIFER LIPMAN | HALLMARK PATHOLOGY, P.C. | JOSHUA STEIN | MELROSE WAKEFIELD EMERGENCY PHYSICIANS, INC. | THOMAS MICHELMAN | GARY KLEEMAN | SONIA BEAUVAIS | OLGA EFIMOVA | KARL HENRIKSON | PATRICK ODER | JOHN NADOLNY | HALLMARK IMAGING ASSOCIATES, PC | BINDIYA THAKKAR | PARTHA SINHA | METROPOLITAN ANESTHESIA, LLC | MASSACHUSETTS ACUTE CARE SPECIALISTS PC | CHEST DISEASES GROUP PC | WINDY MATICH | ARIEL LEROY | VRUSHALI SHAH | ERIC RAMSEY | VANJA CALANTROPO | MW RADIOLOGY-CRA LLC",MAGDY BISHAY | MAHER TABBA | KARL HENRIKSON | MICHAEL GRATTENDICK | RISHI LIKHI | ALLAN HOFFMAN | ELIJAH BERG
457,119 NEW ATHOL RD,ORANGE,013649603,2,4399044.15,81196,57,2,,"COMMUNITY HEALTH CENTER OF FRANKLIN COUNTY INCORPORATED dba <UNAVAIL> | LEONARD OPTICIAN, INC.",DOUGLAS DUPELL | ARLEY HOYNOSKI
458,14 RESEARCH PL,NORTH CHELMSFORD,018632412,9,4393716.21,206156,63,2,,"ATUL BHAT | SCOTT SIGMAN | STEVEN ALTER | W WU | JEREMY MOSES | ORTHOPAEDIC SURGICAL ASSOCIATES OF LOWELL, P.C. | CHRISTOPHER HONG | LGH MERRIMACK VALLEY CARDIOLOGY ASSOCIATES, LLC | CHRIS CARY",SUSAN GREEN | SAMUEL GERBER
459,1073 RIVERDALE ST,WEST SPRINGFIELD,010894614,2,4357604.68,53571,31,1,YES,SMILE LINE PC dba <UNAVAIL> | VIVEK ARORA,VIJAY GADDAM
460,55 LAKE AVE N # S2-824,WORCESTER,016550002,2,4356185.80,304359,93,1,YES,UMASS MEMORIAL RADIOLOGY PHYS SERV dba <UNAVAIL> | ERICA GHOSH,MICHELE STREETER
461,133 LITTLETON RD,WESTFORD,018863198,5,4348295.21,135723,58,2,,"SARA NEVILLE | BRAD ALPERT | PEDIATRICS WEST, PC dba <UNAVAIL> | ELIZA JONES | LEXINGTON EYE ASSOCIATES, INC.",JENNIFERQ MULLON | JAMES DALY
462,230 RHODE ISLAND AVE,FALL RIVER,027243525,2,4333080.56,50161,30,1,YES,"ALPHA DENTAL CENTER OF FALL RIVER, LLC | BHANU LAMBA",MUNAL SALEM
463,116 HIGHLAND AVE,SALEM,019702723,2,4324408.74,89631,24,1,YES,SALEM PEDIATRIC DENTAL & ORTHODONTIC ASSOCIATES | TRISHA HUSSOIN,JASON GOULD
464,425 UNION STREET,WEST SPRINGFIELD,01089,4,4308446.61,42887,5,2,,"RANSOM MORIN | VIA DANTE, INC. | CASSIE ROCHE | LMERG INC. dba <UNAVAIL>",LORI MGRDICHIAN | RANSOM MORIN
465,111 GROSSMAN DR,BRAINTREE,021844997,39,4298080.19,57558,72,1,YES,"CHRISTOPHER TEITLEMAN | ANDREW CHAPMAN | JEAN BRODNAX | MARY ODEGAARD | PETER BARRANT | MICHELE GREENWALD | BRIAN GUARNOTTA | THOMAS HATHAWAY | LYDIA RIOS | MARTHA KARCHERE | SUZANNE BURLEIGH | MARLENE O'DONNELL | BONNIE SOSIS | LINDA CAMPELIA | KATHLEEN LORD NAPLES | ELEANOR MAPPS | DAVID WINNICK | NANCY RADDEN | MARK DEMATTEO | ROSS REEL | YAMINI LEVITZKY | DAVID PETILLO | SVETLANA SHKURATOV | STEPHEN MORRIS | SARI MIETTINEN | HOLLY THOMAS | MITZI JOHNSON | ATRIUS HEALTH, INC. dba <UNAVAIL> | HAGEN YANG | LINI BHATIA | HODA ELTOMI | ELISE BENDER | MEHNAZ KHAN | EMILY PUGH | SCOTT SOUTHER | MEREDITH STANIZZI | LISA ZYWOT | MAYA SPENCER | CAITLIN BAST",STEVE STRONGWATER
466,1049 MAIN ST,WORCESTER,016032485,2,4291337.19,51572,35,2,,ARENA DENTAL LLC | ARENA FAMILY DENTAL LLC,ANDREY MAZO | E LEO WHITWORTH
467,350 LINCOLN ST STE 1106,HINGHAM,020431579,2,4256750.53,46527,27,2,,JJC DENTAL PLLC dba <UNAVAIL> | HINGHAM SHIPYARD FAMILY DENTAL,JASON CHEN | CRISTIAN TUDOR
468,51 STATE RD,DARTMOUTH,027473319,5,4245049.42,145578,43,2,,"CANDESCENT EYE HEALTH SURGICENTER, LLC | EYE HEALTH ASSOCIATES INC | ASHLEY SOUSA | EYE HEALTH ASSOCIATES SPN LLC | BREANNA MARQUES",COREY WESTERFELD | JACQUELINE STACK
469,50T CONCORD ST,WILMINGTON,018872179,2,4203229.54,38904,29,2,,"HUDSON HOME HEALTH CARE INC | LIFELINKS, INC",JEFFREY MATUKEWICZ | ADAM SHUSTER
470,25 MARSTON ST,LAWRENCE,018412310,16,4201729.28,95416,71,8,,"DAVID FARZAN | DRASKO SIMOVIC | THEODORE GAVRILESCU | MICHAEL J LANDMAN MD PC | PEDRO SANZ-ALTAMIRA | VIDAL PRIMITERIO | ASIA ZAHEEN | JOSE BAEZ | LAWRENCE G. KIDD M.D., P.C. | MARIE LEVESQUE | RICHARD F. SAWYER, JR, MD, PC | MERRIMACK MEDICAL & WALK IN CENTER, LLC dba <UNAVAIL> | EAGLE MEDICINE ASSOCIATES | MERRIMACK MEDICAL & WALK IN S LLC dba <UNAVAIL> | LAWRENCE HEALTH SOLUTIONS, LLC | DR RICHARD CHOI ORTHOPEDICS LLC",LAWRENCE KIDD | RICHARD SAWYER | DAVID FARZAN | VIDAL PRIMITERIO | MICHAEL LANDMAN | OLEKSANDR STUPYTSKYI | RICHARD CHOI | JODY MICHAUD
471,460 W MAIN ST,HYANNIS,026013653,5,4180025.05,64584,13,1,YES,CAPE COD HEALTHCARE INC. dba <UNAVAIL> | BART MAIN | KATHLEEN DENHAM | KENDRA KOBRIN | ASHLEY TARR,DEBRA CIAVOLA
472,264 UNION AVE,FRAMINGHAM,017026348,2,4167277.45,47079,6,1,YES,GEORGE AKINKUOYE | MEDICAL COMMUNITY SERVICES INC,GEORGE AKINKUOYE
473,55 MAIN ST,FRAMINGHAM,017022934,2,4162611.86,95708,26,2,,"MARIANNA GAITSGORY, DMD, P.C. | AWESOME KIDS TEETH",KAMAR BALOUL | MARIANNA GAITSGORY
474,262 SOUTH ST,PITTSFIELD,01201,3,4142577.10,24972,6,1,YES,WILLIAM ODONNELL | DR. WILLIAM C.O'DONNELL DMD PC | DR. WILLIAM C. O'DONNELL DMD,THERESA JEROME
475,348 N PEARL ST,BROCKTON,023011197,5,4133832.99,41204,37,4,,"ARCH ORTHODONTICS | PATRIOT ALL PRO PHYSICAL THERAPY CENTERS | ARCH ORTHODONTICS, PC | HARRIS DENTAL ASSOCIATES HDA PC | PREMIER DENTISTRY, LLC",REBECCA MUGHERINI | TODD HARRIS | DANIEL LEE | RHONDA TIPPETT
476,45 RESNIK RD,PLYMOUTH,023604844,11,4127358.18,91642,38,3,,ERIC JOHNSON | EUGENE VALSKY | SUSHIL SINGH | LOIS TOWNSHEND | KRISTIN KENNEY | MAYFLOWER MEDICAL ASSOCIATES PC | ERIC E JOHNSON MD PC | CHRISTOPHER COAKLEY | PLYMOUTH BAY INTERNAL MEDICINE | DENTAL CENTER PEDIATRICS PC | RESNIK MEDICAL ASSOCIATES PC,MARIA KRITSINELI | GREGORY ROBKE | ERIC JOHNSON
477,42 HILLER RD,ROCHESTER,027704023,3,4125067.98,63788,5,1,YES,RACHAEL LEBLANC | WELLSPRING FARM LLC dba <UNAVAIL> | GRETCHEN SULLIVAN,JAMES VOGEL
478,311 STATE STREET,SPRINGFIELD,01105,2,4119638.32,48368,45,1,YES,CITY OF SPRINGFIELD dba <UNAVAIL> | CHRISTOPHER BERNIER,HELEN CAULTON-HARRIS
479,73 RUSSELL RD,HUNTINGTON,010509777,3,4063067.40,91403,65,1,YES,"HILLTOWN COMMUNITY HEALTH CENTERS, INC. dba <UNAVAIL> | SHERI CHEUNG | MICHAEL PURDY",ELIZA LAKE
480,500 VICTORY RD,QUINCY,021713139,4,4061828.67,239439,54,2,,"CHRISTOPHER PANETTA | ELLEN FEELY | USRC QUINCY, LLC dba <UNAVAIL> | SOUTHEAST COMMUNITY PARTNERSHIP LLC",THOMAS WEINBERG | STEPHEN WOJCIK
481,2005 BAY ST STE 206,TAUNTON,027801085,4,4044890.20,105365,22,1,YES,"BOSTON UNIVERSITY EYE ASSOCIATES, INC. | GI YOON-HUANG | ARCHANA SEETHALA | JENNA TITELBAUM",STEPHEN CHRISTIANSEN
482,300 TRADE CENTER,WOBURN,01801,3,4032723.19,220950,13,1,YES,"PROEX PHYSICAL THERAPY, LLC | HEIDI HENRICKSON | GARY KANE",KERRI WILKINSON
483,421 MERRIMACK ST,METHUEN,018445864,2,4003257.81,215995,42,2,,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC. dba <UNAVAIL> | SHARDA KAUL, M.D., P.C.",SHARDA KAUL | BARRY BLANTON
484,237 MILLBURY ST,WORCESTER,016102177,2,3993656.62,33288,7,1,YES,"PERNET FAMILY HEALTH SERVICE, INC. dba <UNAVAIL> | JODY MAHER",SHEILAH DOOLEY
485,69 MAIN ST,FAIRHAVEN,027192923,2,3965670.23,16392,8,1,YES,"POSITIVE BEHAVIORAL SOLUTIONS, LLC dba <UNAVAIL> | HANNAH RYDER",SINEAD PETERSEN
486,50 WASON AVE,SPRINGFIELD,011071274,22,3963104.06,148663,33,0,,ANASTASIOS ANGELIDES | BARRY HIRSCH | PAULA BRAVERMAN | ANTHONY JACKSON | HILARY BRANCH | HOLLEY ALLEN | CHRYSTAL WITTCOPP | BETH ROSEN | CAROLYN GOLDSTEIN | MICHAEL REIFF | PHANTHILA SINGHAVIRANON | AMY STARMER | AMY PELLETIER | MOLLY SENN-MCNALLY | STEWART MACKIE | NICO VEHSE | BRACHA GOLDSWEIG | ELIZABETH PEACOCK-CHAMBERS | ADAM DAVID | RICARDO VILLALBA LOPEZ | JENNY HOROWITZ | ALAINA BUTLER,
487,150 PARK ST,LAWRENCE,018412517,11,3953772.35,93498,80,2,,CAREN JACOBSON | TANYA CAMPUS | LILIA GUERRA | ROBERT MCKERSIE | STEVEN GREER | MARIA DIAZ | GREATER LAWRENCE FAMILY HEALTH CENTER INC. | LYNN KIM | CATHERINE ROMANOS | AINEX BAEZ | GREATER LAWRENCE FAMILY HEALTH CENTER INC dba <UNAVAIL>,KARIN BERNARD | ZANDRA KELLEY
488,380 MERRIMACK ST,METHUEN,018445870,9,3936556.92,81509,51,7,,"KEVIN BERRY | JAVED SIDDIQI | PLEASANT VALLEY DENTAL HEALTH, PC | THOMAS P TORRISI DDS PC | KEVIN J. BERRY, MD | VASCULAR AND VEIN ASSOCIATES, PC | RCNA1, PLLC dba <UNAVAIL> | PATRIOT URGENT CARE PROFESSIONALS PC | URGENT CARE OPERATIONS PC",GREGORY SANTINI | ZAKA SHAFIQ | ARTHUR GONSALVES | KEVIN BERRY | THOMAS TORRISI | DAVID ADAMS | GARY WAINWRIGHT
489,6 ESSEX CENTER DR,PEABODY,019602905,9,3928697.75,65442,49,6,,"SALEM PEABODY ORAL SURGERY INC. | PETER HJORTH | ESSEX NEUROLOGICAL ASSOCIATES PC | NECHAL TEJWANI | RENIN ASSOCIATES, P.C. | PEABODY PODIATRY LLC | PRATIMA GHIMIRE | NORTH SHORE DENTAL CENTER dba <UNAVAIL> | ST MARYS INTERNAL MEDICINE PC",KEVIN KOSHY | HIAM ELIAS | SUNGSIK HAHN | DEBORAH PHELPS | JEFF BLAESER | PAUL PEICOTT
490,165 TOR CT,PITTSFIELD,012013001,3,3928208.01,50899,11,2,,"ANDREW DEMAGGIO | BERKSHIRE MEDICAL CENTER, INC. dba <UNAVAIL> | SHIELDS PET CT AT BERKSHIRE MEDICAL CENTER LLC dba <UNAVAIL>",DARLENE RODOWICZ | KRISTEN DELMORE
491,88 HOLMES ST,QUINCY,021712431,3,3903231.55,49882,33,0,,RUI SHAO | MINSHENG YUAN | CINDY WONG,
492,479 OLD UNION TPKE,LANCASTER,015233029,18,3900171.68,95451,32,1,YES,"BIN WU | FRANCIS D'AMBROSIO | OREN WEISBERG | MICHAEL FU | JOHN MARABELLO | D'AMBROSIO EYE CARE, INC. | JOANN CHANG | SURAJ AFSHAR | MERITZA KLUGE | JACQUELINE RENTERIA | SANDRA HU-TORRES | SARA APOLLONIO | KUN WU | JUDY BAVONGKHOUN | BRENDA KOMARI | ELITE BOR-SHAVIT | SHUDESHNA CHEN | PRINAL PATEL",FRANCIS D'AMBROSIO
493,750 WASHINGTON ST,BOSTON,021111526,26,3881373.57,60521,148,1,YES,"PAUL REESE | DURAISAMY BALAGURU | JAMES UDELSON | TUFTS MEDICAL CENTER, INC. dba <UNAVAIL> | ARTHUR RABSON | AYAN PATEL | GORDON HUGGINS | ALEJANDRO FLORES SANDOVAL | STEPHEN NABER | CAREY KIMMELSTIEL | MUNTHER HOMOUD | ARTHUR TISCHLER | DAVID DENOFRIO | DOROTHY BEAZLEY | JONAS GALPER | ANDREW WEINTRAUB | AMIR DARVISH | MATTHEW MOSTOFI | BRIAN REGAN | ALAN BONDER | NATHAN VANHOUZEN | SUE PONTE | ROBERTA BOWEN | DANIEL RUST | JOYCE SANDERSON | NADINE YOUSSEF",STEVE DONOVAN
494,30 AMARANTH PL,MEDFORD,021554101,2,3817244.00,124396,7,1,YES,"SHALINI LAHOTY | DENTACARE, LLC",SHALINI LAHOTY
495,11 WILBRAHAM RD,SPRINGFIELD,011093161,12,3797858.83,98834,26,0,,PAUL PIRRAGLIA | SAMUEL BORDEN | JONNA GABERMAN | ELIZABETH BOYLE | ANDREW BALDER | MAURA MUNOZ | REBECA BELL | CORTNEY HAYNES | AMANDA WESTLAKE | CECILY WISWALL | BRITTANY BAUSCH | JAMIE SCHWARZ,
496,1230 BRIDGE ST,LOWELL,01850,5,3765349.65,125505,49,2,,"JOHN CAPINO | DAVID LEZBERG | MARIE DUPIC-WASHBURN | JOHN CAPINO, MD PC dba <UNAVAIL> | JOHN CAPINO MD PC dba <UNAVAIL>",MADELEIN CAPINO | JOHN CAPINO
497,1250 HANCOCK ST,QUINCY,021694339,32,3733992.48,39209,48,2,,"MIRZA BAIG | GIGI ANCHAN | SUSAN BEEBE | ERIC ANDERSON | HAZEL DUNN | OBLI MANI | IRVING EPSTEIN | RICHARD ELLIOTT | MARTY KRAKOWSKY | JANET OSTERMAN | LYNN ROME | PETER YOUNG | JOSHUA DUBIN | STEPHEN TANG | JAMES HAHN | DEMETRA PANOMITROS | TRICIA WURSTER | ATRIUS HEALTH, INC. dba <UNAVAIL> | ANDREW BASSETT | VICTORIA KUOHUNG | JENNY SUN | HARMONY ABEJUELA | SVEN-CHRISTIAN CARLSSON | WILLIAM FITZGERALD | DERMCARE EXPERTS LLC | SERGIO RAMOA | JUAN QU | RONY BERBARA | LISA HSU | CURLINE WRIGHT | HANG I LAM | LILLIANNA GRIGGS",VICTORIA KUOHUNG | STEVE STRONGWATER
498,148 INDUSTRIAL PARK RD,PLYMOUTH,023607243,9,3722604.67,118163,45,1,YES,"LAURIE MASSEY | MARIETTA CALISTO-COONEY | LEILA BODIE | JESSICA WALSH | TERESA KANEV | PLYMOUTH PEDIATRIC ASSOCIATES, LLC dba <UNAVAIL> | EMILY PAKSTIS | EMILY SMITH | KELLY HAWTHORNE",JESSICA WALSH
499,51 LOCUST ST,NORTHAMPTON,010602545,3,3645644.27,98652,13,1,YES,"DAVID LEMKE | ON CALL URGENT CARE, LLC | ON CALL URGENT CARE LLC",LOUIS DURKIN
500,21 TOTMAN ST,QUINCY,021697564,3,3635923.89,84422,50,2,,"MARK VONNEGUT, M.D., P.C. | SHANNON TORRES | GREATER BOSTON SMILES PEDIATRIC DENTISTRY, PC",KATE HALL | BRIAN SHAUGHNESSY
501,23 MIDSTATE DR,AUBURN,01501,3,3634084.75,17807,7,1,YES,DAVID NORWOOD | EUNICE KARUE | AKABA LLC,RAHAB KARUE
502,250 MOUNT VERNON ST,DORCHESTER,02125,2,3627420.36,128315,52,1,YES,HARBOR HEALTH SERVICES INC dba <UNAVAIL> | NING ZHANG,CHARLES JONES
503,58 OLD NORTH RD,WORTHINGTON,010989753,4,3617211.23,78122,42,2,,"HILLTOWN COMMUNITY HEALTH CENTERS, INC. dba <UNAVAIL> | HILLTOWN COMMUNITY HEALTH CENTERS, INC. | JENNIE HOWLAND | ANDREW ADAMS",MICHEAL PURDY | ELIZA LAKE
504,9 HALMSTAD ST,WORCESTER,016071519,2,3611434.34,43220,27,1,YES,BAYSTATE FAMILY DENTAL | SAMI NASSAR,SAMI NASSAR
505,29 CRAFTS ST,NEWTON,024581275,3,3609824.12,50580,8,2,,ISABEL MORAIS | ABP BEST HOME CARE AGENCY INC | A&B HOME SERVICES,BORIS KHANATAEV | GITANA KAPLUN
506,330 WASHINGTON STREET,WEYMOUTH,02188,8,3592467.23,57829,21,2,,"JAMES MENSCHING | CHRIS WHELAN | EMIL REINHALTER | ANTOINETTE ENG | JAMES HINCHEY | HEALTH EXPRESS LLC | MASSACHUSETTS EXPRESS CARE PLLC | SOUTH SHORE HEALTH EXPRESS, INC",STEPHEN COCO | CHRIS WHELAN
507,370 OAK ST,BROCKTON,023011341,3,3590090.57,166982,62,1,YES,DAVID CHUNG | NANCY CHAPIN | PEDIATRIC ASSOCIATES INC. OF BROCKTON,JOSEPH ASIAF
508,80 HIGH ST,MEDFORD,021553813,2,3587226.24,63404,24,2,,"DAVID M. PETRARCA, DDS & SUNGYON BANG, DMD, P.C. | MYSTIC VALLEY ORTHODONTICS",JOY KASPARIAN-FEDERICO | DAVID PETRARCA
509,600 CLARK RD,TEWKSBURY,018761699,10,3580540.04,123729,74,4,,"RAYMOND LEWIS | ADVANCE ORTHOPEDIC & SPORTS THERAPY | GLOBAL CARE MEDICAL GROUP, P.C. | FRANK OSBORN | PAUL HARCOURT | GREATER LOWELL FAMILY PRACTICE PC | CINDY CHENG | LAURIE BOTIE | NEPHROLOGY ASSSOCIATES OF THE MERRIMACK VALLEY PC | EMELYN MOLATO",SARAH LEDUC | ELIAS NABBOUT | MITCHELL GUTTENTAG | STEPHANIE NEWTON
510,225 BOSTON ST,LYNN,019043137,3,3572883.40,72809,27,2,,ROBERT CROSS | PRIMARY CARE NORTH PC | STUART G MERLE & ALAN ZICHERMAN PC,WALTER NALESNIK | ALAN ZICHERMAN
511,180 DAGGETT DR,WEST SPRINGFIELD,010894667,2,3566745.89,70528,28,1,YES,"CRIS MARTIN JACOBA | LONGWOOD EYE, LLC",GWENN STINNETT
512,269 LOCUST ST,FLORENCE,010622003,2,3551233.01,100260,18,1,YES,"FUAD MUDAWWAR | ALLERGY AND IMMUNOLOGY ASSOCIATES OF NEW ENGLAND, LLC",JONATHAN BAYUK
513,321 FORTUNE BLVD,MILFORD,01757,17,3551229.81,41080,56,4,,"CATHIE KUMAR | MULROY ORTHOPAEDIC SURGERY & SPORTS MEDICINE, PC | LARS KULA | IMGEN DIAGNOSTICS, INC. | JENNIFER BRAM | PAIN SPECIALISTS OF NEW ENGLAND, P.C. | KELLEY HENRY | GEOFFREY CREED | ALEX COOK | DENA SHADE-MONUTEAUX | ASHLEY DOUGLAS PERSICO | BRENNA PROVOST | JULIE HUDSON | EMILY COLLIER | KATHLEEN PELLEGRINI | BEACON ABA SERVICES | KELSEY RAPOZA",JOHN MULROY | HAMID DIOUN | STUART DUNBAR | ROBERT LITTLETON
514,80 ERDMAN WAY,LEOMINSTER,014531840,4,3548945.02,86593,40,1,YES,JYOTI NAGARKAR | BARBARA MASLEY | HENRY VALENTINE | ALLURE FAMILY DENTAL. INC.,JOANNE TAVANO
515,160 MARKET STREET,LYNN,019011529,2,3536799.08,54947,29,1,YES,ALEGRE DENTAL CENTER | HEIDAR ZOHREHEI,ANDREW SOKOLOV
516,670 ALBANY STREET,BOSTON,021182646,11,3528417.79,154337,83,1,YES,"ERIC BURKS | MICHAEL O'BRIEN | SANDRA CERDA | BOSTON UNIVERSITY MALLORY PATHOLOGY ASSOCIATES, INC. dba <UNAVAIL> | DANIEL REMICK | WALTHER PFEIFER | QING ZHAO | DANA SEMMEL | NATALIE CIOMEK | OSMAN YILMAZ | KATIE DOONAN",CHRISTOPHER ANDRY
517,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,02114,33,3522507.12,47215,73,0,,EMILY HAYDEN | GREGORY ACAMPORA | HEATHER DISKIN | MARY FRACCHIA | CHRISTOPHER HODGE | EUGENE FUKUDOME | JASON WASFY | ANNA COOK | GENEVIEVE DAFTARY | GABRIELLE BAKER | SHAWN MARSH | ANAND PRABHAKAR | JESSICA WANG | IAN BARBASH | LILY MALTZ | SRIKALA NARAYANAN | ANTON WINTNER | JOHN DEAN | ROBERT SPANG | AMY ARMSTRONG-JAVORS | MICHAEL EPSTEIN | ELIZABETH PISARIK | ANIRUDDH PATEL | ATHENA CHEN | MATTHEW ROSENBAUM | LOUIS YANTOSCA | ANNA GOLDENHEIM | WESLEY SAMORE | LAUREN RUBIN | DIANE BRACKETT | LISA ROSENFELD | KATELEE BARRETT MUELLER | KATHRYN BRUBAKER,
518,555 TURNPIKE ST,NORTH ANDOVER,018455923,4,3522350.53,111110,52,3,,"THOMAS JOHNSON | NEW ENGLAND ALLERGY,ASTHMA,IMMUNOLOGY AND PRIMARY CARE P.C. | DRS. DEHPANAH, GHARIB & ASSOCIATES | E Z DENTAL, LLC",THOMAS JOHNSON | RACHELLE ABOU-EZZI | MEHRDAD DEHPANAH
519,15 CRAWFORD STREET,NEEDHAM,02494,2,3472241.39,108982,14,1,YES,"COHEN DERMATOPATHOLOGY, P.C. dba <UNAVAIL> | COHEN DERMATOPATHOLOGY, P.C. dba <UNAVAIL>",JIAN XIE
520,275 VARNUM AVENUE,LOWELL,018542109,14,3413538.91,94734,79,5,,"BERIL BAYRAK | HENRY LYLE | DRAGAN PETAKOV | SARA CLAY | REKHA BAINS | RIVERSIDE MEDICAL GROUP PC | DAVID SIDEBOTTOM | SACHIN PATEL | STUART J. ARBESFELD, M.D., P.C. | STUART ARBESFELD | REKHA BAINS M.D., PC | CARLOS A. MADRID PC. | NORTHEAST MEDICAL GROUP, INC. dba <UNAVAIL> | DIMITRE SIRAKOV",LINCOLN PINSKY | REKHA BAINS | SACHIN PATEL | SAMUEL GOOS | CARLOS MADRID
521,771 SOUTHBRIDGE ST STE 1,AUBURN,015011345,2,3411293.17,39847,38,2,,FAMILY BEHAVIORAL HEALTH INC | AUBURN HEALTH LLC dba <UNAVAIL>,SARA BRADY | ERIK CHIPCHASE
522,320 ESSEX ST,LAWRENCE,018401411,4,3374719.84,77670,32,1,YES,RAMON SUAREZ-MARTINEZ | VK NEW ENGLAND MANAGEMENT LLC dba <UNAVAIL> | DAPHNEE DELATOUR | MAI MILAN,ZOSER MOHAMED
523,21 FATHER DEVALLES BLVD,FALL RIVER,027231519,4,3331621.66,68957,9,1,YES,"FAMILY SERVICE ASSOCIATION OF GREATER FALL RIVER, INC. dba <UNAVAIL> | LEXIE LUDOVICI | BREANN AHLMAN | MCKENZIE REED",CAROL NAGLE
524,1351 MAIN ST,BROCKTON,02301,2,3314877.69,34455,16,2,,RHEUMATOLOGY CONSULTANTS PC | BROCKTON ORAL & MAXILLOFACIAL SURGERY INC,BURTON SACK | PAUL FITZGERALD
