PRIORITY,ADDRESS,CITY,ZIP,TOTAL MEDICAID $,NUM ENTITIES,WHY FLAGGED,ENTITY 1,ENTITY 1 $,PERSON IN CHARGE,PHONE,ENTITY 2,ENTITY 2 $,PERSON IN CHARGE,PHONE,ENTITY 3,ENTITY 3 $,PERSON IN CHARGE,PHONE,ALL ENTITIES,ALL PERSONS
P2 - HIGH,16 CENTER ST STE 517,NORTHAMPTON,1060,346015,3,SAME PERSON CONTROLS ALL ENTITIES | ONE PERSON RUNS ALL,MACKENZIE WILSON,221031,,(413) 624-4332,LEAVES OF CHANGE COUNSELING LLC,122611,STEPHANIE JORDAN (OWNER),(413) 636-3829,SHANNON HOEY,2372,,(413) 636-3829,MACKENZIE WILSON /// LEAVES OF CHANGE COUNSELING LLC /// SHANNON HOEY,STEPHANIE JORDAN
P2 - HIGH,20 CENTRAL AVE,LYNN,1901,295251,4,SAME PERSON CONTROLS ALL ENTITIES | ONE PERSON RUNS ALL,ADONAI ALLIANCE HOME HEALTHCARE AGENCY INC,228813,ANNETTE OKEREKE (CEO),(617) 719-4300,OFRA SARID-SEGAL,52988,,(781) 477-7222,KAREN ABDOOL,10951,,(781) 477-7222,ADONAI ALLIANCE HOME HEALTHCARE AGENCY INC /// OFRA SARID-SEGAL /// KAREN ABDOOL /// GABRIELA SEUFFERHELD,ANNETTE OKEREKE
P2 - HIGH,106 SPRING ST UNIT 209,NEW BEDFORD,2740,264632,3,SAME PERSON CONTROLS ALL ENTITIES | ONE PERSON RUNS ALL,JOHN FORTES,174910,,(508) 991-3105,THOMAS BURNS,49175,,(508) 991-3105,"BURNS & FORTES CONSULTING, LLC",40547,"THOMAS BURNS (OWNER, LADC)",(508) 991-3105,"JOHN FORTES /// THOMAS BURNS /// BURNS & FORTES CONSULTING, LLC",THOMAS BURNS
P2 - HIGH,345 UNION ST,NEW BEDFORD,2740,246940,4,SAME PERSON CONTROLS ALL ENTITIES | ONE PERSON RUNS ALL,ROSA CARRELHA,128685,,(774) 202-9177,"CREATIVE COUNSELING SOLUTIONS, INC",107284,ROBERT KONKEL (PRESIDENT),(508) 717-0212,MARIT ISAKSEN,7791,,(774) 202-6502,"ROSA CARRELHA /// CREATIVE COUNSELING SOLUTIONS, INC /// MARIT ISAKSEN /// ROBERT KONKEL",ROBERT KONKEL
P2 - HIGH,100 GROVE ST,WORCESTER,1605,234283,3,SAME PERSON CONTROLS ALL ENTITIES | ONE PERSON RUNS ALL,SANDMAN COUNSELING SERVICES LLC,234120,PAUL SANDMAN (PRESIDENT),(774) 329-9429,ABIGAIL CHILDS,163,,(508) 752-6068,BERILINE AKWE,0,,(781) 859-8602,SANDMAN COUNSELING SERVICES LLC /// ABIGAIL CHILDS /// BERILINE AKWE,PAUL SANDMAN
P2 - HIGH,289 PLEASANT ST,FALL RIVER,2721,160011,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | ONE PERSON RUNS ALL,ROBERT HOROWITZ,108963,,(508) 677-0733,AAMIR AHMAD,33059,,(508) 674-0600,"T.B.HINEDI.M.D.CONSULTING,PC",10936,TAMIM HINEDI (PRESIDENT),(508) 646-7730,"ROBERT HOROWITZ /// AAMIR AHMAD /// T.B.HINEDI.M.D.CONSULTING,PC /// LOUIS AGUIAR /// HANY MISTIKAWY",TAMIM HINEDI
P2 - HIGH,859 WILLARD ST STE 400,QUINCY,2169,152052,4,SAME PERSON CONTROLS ALL ENTITIES | ONE PERSON RUNS ALL,SOUTH SHORE HOMECARE INC.,112910,OBIOMA ALAMBA (CEO),(617) 934-1682,JULIANA ANYANWU,24875,,(984) 400-0835,HILDA EPELLE,8959,,(617) 276-3067,SOUTH SHORE HOMECARE INC. /// JULIANA ANYANWU /// HILDA EPELLE /// ONYEBUCHI OGBO,OBIOMA ALAMBA
P3 - MEDIUM-HIGH,125 WALNUT ST,WATERTOWN,2472,193088269,4,"SAME PERSON CONTROLS ALL ENTITIES | OVER $100M BILLED | BILLING SAME CODES: S5130, S5170, T1019 | ONE PERSON RUNS ALL",SPRINGWELL,153840066,KARA DONELLON (DIRECTOR OF FINANCE),(617) 926-4100,"SPRINGWELL, INC",38590695,KARA DONELLON (DIRECTOR OF FINANCE),(617) 926-4100,SPRINGWELL,553369,KARA DONELLON (DIRECTOR OF FINANCE),(617) 926-4100,"SPRINGWELL /// SPRINGWELL, INC /// SPRINGWELL /// SPRINGWELL",KARA DONELLON
P3 - MEDIUM-HIGH,380 MASSACHUSETTS AVE,ACTON,1720,185824459,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $100M BILLED | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,"JUSTICE RESOURCE INSTITUTE, INC",185795248,ANDY POND (PRESIDENT),(978) 264-3619,MEREDITH NORTON,29211,,(978) 368-6498,,0,,,"JUSTICE RESOURCE INSTITUTE, INC /// MEREDITH NORTON",ANDY POND
P3 - MEDIUM-HIGH,2155 MAIN ST,SPRINGFIELD,1104,133434433,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $100M BILLED | BILLING SAME CODES: 90834, 99214 | ONE PERSON RUNS ALL",GANDARA MENTAL HEALTH CENTER INC,133340173,HENRY EAST-TROU (EXECUTIVE DIRECTOR),(413) 736-0395,RENE PINERO,94260,,(413) 736-0395,,0,,,GANDARA MENTAL HEALTH CENTER INC /// RENE PINERO,HENRY EAST-TROU
P3 - MEDIUM-HIGH,190 LENOX ST,NORWOOD,2062,108255524,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $100M BILLED | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,"RIVERSIDE COMMUNITY CARE, INC.",108130006,MARSHA MEDALIE (EXECUTIVE VICE PRESIDENT),(781) 329-0909,MEAGAN GAINE,106731,,(781) 769-8670,KRISTEN SULLIVAN,18787,,(781) 769-8674,"RIVERSIDE COMMUNITY CARE, INC. /// MEAGAN GAINE /// KRISTEN SULLIVAN",MARSHA MEDALIE
P3 - MEDIUM-HIGH,1115 W CHESTNUT ST STE 202,BROCKTON,2301,96562332,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: S5140 | ONE PERSON RUNS ALL,MASSACHUSETTS MENTOR LLC,95777038,RYAN LOVELADY (STATE DIRECTOR),(781) 326-4207,MASSACHUSETTS MENTOR LLC,785294,RYAN LOVELADY (STATE DIRECTOR),(508) 824-1355,,0,,,MASSACHUSETTS MENTOR LLC /// MASSACHUSETTS MENTOR LLC,RYAN LOVELADY
P3 - MEDIUM-HIGH,66 INDUSTRY AVE,SPRINGFIELD,1104,85228186,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: T1023, T2022 | ONE PERSON RUNS ALL","GREATER SPRINGFIELD SENIOR SERVICES, INC.",55069034,PATRICIA YOUNG (ADMINISTRATION & FINANCE DIRECTOR),(413) 781-8800,"GREATER SPRINGFIELD SENIOR SERVICES, INC.",25416021,PATRICIA YOUNG (ADMINISTRATION & FINANCE DIRECTOR),(413) 781-8806,GREATER SPRINGFIELD SENIOR SERVICES,4743131,PATRICIA YOUNG (ADMINISTRATION & FINANCE DIRECTOR),(413) 781-8800,"GREATER SPRINGFIELD SENIOR SERVICES, INC. /// GREATER SPRINGFIELD SENIOR SERVICES, INC. /// GREATER SPRINGFIELD SENIOR SERVICES",PATRICIA YOUNG
P3 - MEDIUM-HIGH,300 CONGRESS ST STE 314,QUINCY,2169,72454759,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: S5140 | ONE PERSON RUNS ALL,NEXTMARGIN CORPORATION,72414589,SHOLA MUYIDE (PRESIDENT),(617) 229-6161,NEXTMARGIN CORPORATION,40170,SHOLA MUYIDE (PRESIDENT/CEO),(617) 229-6161,,0,,,NEXTMARGIN CORPORATION /// NEXTMARGIN CORPORATION,SHOLA MUYIDE
P3 - MEDIUM-HIGH,41 PACELLA PARK DR,RANDOLPH,2368,71987003,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: H2019 | ONE PERSON RUNS ALL,"THE MAY INSTITUTE, INC",71738818,LORI TRITTO (BILLING MANAGER),(781) 437-1215,LESLIE SUTRO,248186,,(781) 437-1250,,0,,,"THE MAY INSTITUTE, INC /// LESLIE SUTRO",LORI TRITTO
P3 - MEDIUM-HIGH,75 SYLVAN ST,DANVERS,1923,66126768,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 99223 | ONE PERSON RUNS ALL,"CARE DIMENSIONS, INC.",66120501,DIANE STRINGER (PRESIDENT/CEO),(978) 774-7566,"CARE DIMENSIONS, INC.",6267,DIANE STRINGER (PRESIDENT),(978) 774-7566,,0,,,"CARE DIMENSIONS, INC. /// CARE DIMENSIONS, INC.",DIANE STRINGER
P3 - MEDIUM-HIGH,288 BEDFORD ST,WHITMAN,2382,63181919,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,"BROCKTON AREA MULTI-SERVICES, INC.",63025434,ANTHONY SIMONELLI (CHIEF EXECUTIVE OFFICER),(781) 447-6425,SAMYA YAMIN BROWNELL,108806,,(781) 447-6425,KELLY PEARSON,47679,,(781) 447-6425,"BROCKTON AREA MULTI-SERVICES, INC. /// SAMYA YAMIN BROWNELL /// KELLY PEARSON",ANTHONY SIMONELLI
P3 - MEDIUM-HIGH,3400 COMPUTER DR,WESTBOROUGH,1581,59906841,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 81290, 81329, 81361, 81401, 88235 | ONE PERSON RUNS ALL","ESOTERIX GENETIC LABORATORIES, LLC",56933266,KIMBERLY WILLIAMS (VP),(508) 898-9001,"ESOTERIX GENETIC LABORATORIES, LLC",2973576,KIMBERLY WILLIAMS (VICE PRESIDENT),(508) 898-9001,,0,,,"ESOTERIX GENETIC LABORATORIES, LLC /// ESOTERIX GENETIC LABORATORIES, LLC",KIMBERLY WILLIAMS
P3 - MEDIUM-HIGH,345A GREENWOOD ST,WORCESTER,1607,49111663,4,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: H0031 | ONE PERSON RUNS ALL,JODIE LOTTI,31309614,,(508) 363-0200,"BEHAVIORAL CONCEPTS INNOVATION, LLC",14802287,MELISSA WHALEN (CREDENTIALING SPECIALIST),(508) 363-0200,RICHARD FREITAS,2104850,,(508) 363-0200,"JODIE LOTTI /// BEHAVIORAL CONCEPTS INNOVATION, LLC /// RICHARD FREITAS /// ERIN HARRIS",MELISSA WHALEN
P3 - MEDIUM-HIGH,10 RIVERSIDE DR STE 201,LAKEVILLE,2347,41828546,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: G0299 | ONE PERSON RUNS ALL,"ATHENA HOSPICE SERVICES OF MASSACHUSETTS, LLC",38382995,LAWRENCE SANTILLI (MANAGER),(508) 291-0049,"ATHENA NURSING PLACEMENT JOINT VENTURE, LLC",3445550,LAWRENCE SANTILLI (MANAGER),(508) 673-5500,,0,,,"ATHENA HOSPICE SERVICES OF MASSACHUSETTS, LLC /// ATHENA NURSING PLACEMENT JOINT VENTURE, LLC",LAWRENCE SANTILLI
P3 - MEDIUM-HIGH,105 HMS STAYNER DR,HINGHAM,2043,39675238,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 97153, 97155, H0031, H2012, H2019 | ONE PERSON RUNS ALL",KIMBERLY CESARIO,28310681,,(617) 957-6451,GREATER BOSTON ABA ASSOCIATES,11364557,KIMBERLY CESARIO (OWNER),(617) 957-6451,,0,,,KIMBERLY CESARIO /// GREATER BOSTON ABA ASSOCIATES,KIMBERLY CESARIO
P3 - MEDIUM-HIGH,1 FREDERICK ABBOTT WAY,FRAMINGHAM,1701,38593112,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,WAYSIDE YOUTH AND FAMILY SUPPORT NETWORK,38590899,SARA MCCABE (PRESIDENT & CHIEF EXECUTIVE OFFICER),(508) 879-9800,ELIZABETH PETILLO,2213,,(508) 270-1364,,0,,,WAYSIDE YOUTH AND FAMILY SUPPORT NETWORK /// ELIZABETH PETILLO,SARA MCCABE
P3 - MEDIUM-HIGH,50 UNION ST,W SPRINGFIELD,1089,37881914,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90791, 90832, 90834, 90882, 99213 | ONE PERSON RUNS ALL","SAVIDA HEALTH, PC",36208415,"MARINA MAHONEY (VP, REVENUE CYCLE MANAGEMENT)",(413) 732-0040,"SAVIDA AGENCY, INC.",1673499,"MARINA MAHONEY (VP, REVENUE CYCLE MANAGEMENT)",(413) 739-1611,,0,,,"SAVIDA HEALTH, PC /// SAVIDA AGENCY, INC.",MARINA MAHONEY
P3 - MEDIUM-HIGH,31 BOWKER ST,BOSTON,2114,36618902,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,"BAY COVE HUMAN SERVICES, INC",36426503,CARLEY LUBARSKY (COO & SVP),(617) 371-3000,GABRIELA KOTLIAR,192399,,(617) 371-3020,,0,,,"BAY COVE HUMAN SERVICES, INC /// GABRIELA KOTLIAR",CARLEY LUBARSKY
P3 - MEDIUM-HIGH,1183 MAIN ST,WORCESTER,1603,31493317,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,"ALORIA OF WORCESTER, LLC",31363023,SCOTT SASSERSON (CHIEF EXECUTIVE OFFICER),(201) 470-5749,JAMAAL HEDRINGTON,130293,,(832) 594-0449,,0,,,"ALORIA OF WORCESTER, LLC /// JAMAAL HEDRINGTON",SCOTT SASSERSON
P3 - MEDIUM-HIGH,885 WASHINGTON ST,BOSTON,2111,30959067,8,SAME PERSON CONTROLS ALL ENTITIES | 8 ENTITIES AT ONE ADDRESS | OVER $10M BILLED | BILLING SAME CODES: T1015 | ONE PERSON RUNS ALL,"SOUTH COVE COMMUNITY HEALTH CENTER, INC.",20588901,EUGENE WELCH (EXECUTIVE DIRECTOR),(617) 482-7555,RONG GUAN,4250937,,(617) 482-7555,CHIA LEE,2970160,,(617) 482-7555,"SOUTH COVE COMMUNITY HEALTH CENTER, INC. /// RONG GUAN /// CHIA LEE /// JANET CHOLLET /// LIN-YUH LEE /// KEVIN HUI /// JUN ZHANG /// YANAN YU",EUGENE WELCH
P3 - MEDIUM-HIGH,1120 HANCOCK ST,QUINCY,2169,28572520,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90834, T1027 | ONE PERSON RUNS ALL","BAY STATE COMMUNITY SERVICES, INC.",28322399,DAURICE COX (CEO),(617) 471-8400,ERIN WEME,250122,,(617) 471-8400,,0,,,"BAY STATE COMMUNITY SERVICES, INC. /// ERIN WEME",DAURICE COX
P3 - MEDIUM-HIGH,30 COLLEGE AVE,SOMERVILLE,2144,25096076,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: D7140, D9941 | ONE PERSON RUNS ALL",DAVIS SQUARE DENTAL GROUP,12280367,MOUHAB RIZKALLAH (PRESIDENT),(617) 764-2247,MOUHAB Z RIZKALLAH DDS MSD PC,11994024,MOUHAB RIZKALLAH (ORTHODONTIST),(617) 591-9999,MOUHAB RIZKALLAH,821686,,(617) 591-9999,DAVIS SQUARE DENTAL GROUP /// MOUHAB Z RIZKALLAH DDS MSD PC /// MOUHAB RIZKALLAH,MOUHAB RIZKALLAH
P3 - MEDIUM-HIGH,735 ATTUCKS LN,HYANNIS,2601,21777033,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: T1015 | ONE PERSON RUNS ALL,"HARBOR HEALTH SERVICES, INC.",21775069,CHARLES JONES (PRESIDENT & CEO),(508) 778-0300,LORI TURNER,1964,,(508) 778-0300,,0,,,"HARBOR HEALTH SERVICES, INC. /// LORI TURNER",CHARLES JONES
P3 - MEDIUM-HIGH,95 FRANK B MURRAY ST,SPRINGFIELD,1103,20563561,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90791, 90832, 90834, 90882, T1027 | ONE PERSON RUNS ALL","SUNRISE BEHAVIORAL HEALTH CLINIC, LLC",19075257,ERMELINDA CARDONA (CLINICAL DIRECTOR),(413) 285-8586,DEVON BAUSCH,1488304,,(413) 225-1230,,0,,,"SUNRISE BEHAVIORAL HEALTH CLINIC, LLC /// DEVON BAUSCH",ERMELINDA CARDONA
P3 - MEDIUM-HIGH,234 ESSEX ST,LAWRENCE,1840,19929557,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: D0120, D0140, D1110, D1120, D1208 | ONE PERSON RUNS ALL","ST JAY ASSOCIATES, INC.",19912436,SANJAYAN THIAGARAJAH (PRESIDENT),(978) 837-4444,MOSES SHIN,17121,,(978) 937-4444,,0,,,"ST JAY ASSOCIATES, INC. /// MOSES SHIN",SANJAYAN THIAGARAJAH
P3 - MEDIUM-HIGH,73C WINTHROP AVE,LAWRENCE,1843,18832149,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: D0140, D0150, D0330, D2332, D2393 | ONE PERSON RUNS ALL","NEW ENGLAND FAMILY DENTISTRY, PC",12462907,TODD PACHELLO (PRESIDENT CHIEF REVENUE OFFICER),(978) 725-6525,BHAVANA JAYARAM,6369242,,(978) 725-6525,,0,,,"NEW ENGLAND FAMILY DENTISTRY, PC /// BHAVANA JAYARAM",TODD PACHELLO
P3 - MEDIUM-HIGH,205 BURLINGTON RD,BEDFORD,1730,17720219,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 97156, H0031, H0032, H2014, H2019 | ONE PERSON RUNS ALL",EDINBURG CENTER INC,16442909,MARINA KAGAN (BILLING MANAGER),(781) 761-5208,KRISTI LOMBARDO,1277310,,(781) 761-5165,,0,,,EDINBURG CENTER INC /// KRISTI LOMBARDO,MARINA KAGAN
P3 - MEDIUM-HIGH,29 LEWIS AVE,GREAT BARRINGTON,1230,17677199,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 80307 | ONE PERSON RUNS ALL,FAIRVIEW HOSPITAL,17673252,DARLENE RODOWICZ (CHIEF FINANCIAL OFFICER),(413) 528-0790,KENNETH PATTERSON,3947,,(413) 854-9638,,0,,,FAIRVIEW HOSPITAL /// KENNETH PATTERSON,DARLENE RODOWICZ
P3 - MEDIUM-HIGH,20 EASTBROOK RD,DEDHAM,2026,17394362,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: T2022 | ONE PERSON RUNS ALL,"TOWARD INDEPENDENT LIVING & LEARNING, INC.",16470263,KEVIN STOCK (VICE PRESIDENT - OPERATIONS),(781) 302-4604,"TOWARD INDEPENDENT LIVING & LEARNING, INC.",924099,KEVIN STOCK (VICE PRESIDENT - OPERATIONS),(781) 302-4604,,0,,,"TOWARD INDEPENDENT LIVING & LEARNING, INC. /// TOWARD INDEPENDENT LIVING & LEARNING, INC.",KEVIN STOCK
P3 - MEDIUM-HIGH,311 SERVICE RD,E SANDWICH,2537,17198518,2,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,"REHABILITATION HOSPITAL OF THE CAPE AND ISLANDS, CORPORATION",17198149,CLAUDIA REED (INTERIM CHIEF FINANCIAL OFFICER),(508) 833-4000,SCOTT ABRAMSON,369,,(508) 833-4000,,0,,,"REHABILITATION HOSPITAL OF THE CAPE AND ISLANDS, CORPORATION /// SCOTT ABRAMSON",CLAUDIA REED
P3 - MEDIUM-HIGH,94 MAIN ST,HYANNIS,2601,16779199,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: T1015 | ONE PERSON RUNS ALL,"DUFFY HEALTH CENTER, INC",16751900,STEPHANIE WROTEN (EXECUTIVE DIRECTOR),(508) 771-9599,LISA ZANDONELLA-HUHTA,13842,,(508) 771-9599,LAWRENCE FONTANA,13458,,(508) 771-9599,"DUFFY HEALTH CENTER, INC /// LISA ZANDONELLA-HUHTA /// LAWRENCE FONTANA",STEPHANIE WROTEN
P3 - MEDIUM-HIGH,"200 MILL ROAD, SUITE 120",FAIRHAVEN,2719,15760521,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: G0156, G0299, G0300, Q5001 | ONE PERSON RUNS ALL",SOUTHCOAST VISITING NURSE ASSOCIATION. INC,9893737,FERNANDA JOHNSON (PRESIDENT/CEO),(508) 973-3210,"SOUTHCOAST VISITING NURSE ASSOCIATION, INC",5866784,FERNANDA JOHNSON (VICE PRESIDENT),(508) 973-3210,,0,,,"SOUTHCOAST VISITING NURSE ASSOCIATION. INC /// SOUTHCOAST VISITING NURSE ASSOCIATION, INC",FERNANDA JOHNSON
P3 - MEDIUM-HIGH,847 ROGERS ST STE 201,LOWELL,1852,14697483,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: G0151, G0152, G0157, G0300, Q5001 | ONE PERSON RUNS ALL","TUFTS MEDICINE CARE AT HOME, INC.",11901579,PATRICIA O'BRIEN (PRESIDENT),(978) 552-4000,"TUFTS MEDICINE CARE AT HOME, INC.",2795904,PATRICIA O'BRIEN (PRESIDENT),(978) 552-4000,,0,,,"TUFTS MEDICINE CARE AT HOME, INC. /// TUFTS MEDICINE CARE AT HOME, INC.",PATRICIA O'BRIEN
P3 - MEDIUM-HIGH,900 RIGGENBACH RD,FALL RIVER,2720,14475095,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: H2014, S5101, S5102 | ONE PERSON RUNS ALL","PEOPLE, INCORPORATED",8481776,"ROBERT CANUEL (PRESIDENT, CEO)",(508) 679-5233,"PEOPLE, INCORPORATED",5993319,"ROBERT CANUEL (PRESIDENT, CEO)",(508) 679-5233,,0,,,"PEOPLE, INCORPORATED /// PEOPLE, INCORPORATED",ROBERT CANUEL
P3 - MEDIUM-HIGH,111 BROOK RD,QUINCY,2169,14419593,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: A0425, A0426, A0427, A0429, A0434 | ONE PERSON RUNS ALL","FALLON SERVICE, INC.",11788863,PATRICK TYLER (EVP & COO),(617) 745-2100,"FALLON EMERGENCY MEDICAL SERVICES, INC.",2630730,PATRICK TYLER (PRESIDENT),(617) 745-2100,,0,,,"FALLON SERVICE, INC. /// FALLON EMERGENCY MEDICAL SERVICES, INC.",PATRICK TYLER
P3 - MEDIUM-HIGH,107 LINCOLN ST,WORCESTER,1605,13296876,3,SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90834 | ONE PERSON RUNS ALL,"ADCARE HOSPITAL OF WORCESTER, INC.",13184496,ROMAS BUIVYDAS (FACILITY CEO),(508) 799-9000,NICOLE CAMPBELL,96949,,(508) 799-9000,JOSHUA MASTER,15431,,(508) 453-3023,"ADCARE HOSPITAL OF WORCESTER, INC. /// NICOLE CAMPBELL /// JOSHUA MASTER",ROMAS BUIVYDAS
P3 - MEDIUM-HIGH,49 ROBINWOOD AVE,BOSTON,2130,13182433,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90832, 90834, 99213 | ONE PERSON RUNS ALL",ARBOUR INC,12363088,STEVE FILTON (CFO / SR VP),(617) 522-4400,ARBOUR INC,482955,STEVE FILTON (SR VP CFO),(617) 522-4400,"THE ARBOUR, INC",336390,STEVE FILTON (SR VP CFO),(617) 522-4400,"ARBOUR INC /// ARBOUR INC /// THE ARBOUR, INC",STEVE FILTON
P3 - MEDIUM-HIGH,124 WATERTOWN ST,WATERTOWN,2472,12915941,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 80307, 90791, 90834, 99205, 99213 | ONE PERSON RUNS ALL",SQUARE MEDICAL GROUP LLC,12615365,"NATALIE LENDER (MEDICAL DIRECTOR, OWNER)",(617) 916-5069,NATALIE LENDER,300576,,(617) 916-5069,,0,,,SQUARE MEDICAL GROUP LLC /// NATALIE LENDER,NATALIE LENDER
P3 - MEDIUM-HIGH,2285 NORTHAMPTON ST,HOLYOKE,1040,12701003,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: D0120, D1110, D1999 | ONE PERSON RUNS ALL","NEW ENGLAND FAMILY DENTISTRY, PC",12700564,TODD PACHELLO (PRESIDENT CHIEF REVENUE OFFICER),(413) 534-8700,MIKHAIL TSESIS,438,,(860) 963-7917,,0,,,"NEW ENGLAND FAMILY DENTISTRY, PC /// MIKHAIL TSESIS",TODD PACHELLO
P3 - MEDIUM-HIGH,99 SUMMER ST,BOSTON,2110,12470671,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: 90834, H2019, T1027 | ONE PERSON RUNS ALL",MASSACHUSETTS SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN,12029810,MARYLOU SUDDERS (PRESIDENT/CEO),(617) 587-1500,MASSACHUSETTS SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN,440861,MARYLOU SUDDERS (PRESIDENT CEO),(617) 587-1500,,0,,,MASSACHUSETTS SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN /// MASSACHUSETTS SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN,MARYLOU SUDDERS
P3 - MEDIUM-HIGH,132 ROBBS HILL RD,LUNENBURG,1462,12038120,3,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: H0031, H0032, H2019 | ONE PERSON RUNS ALL",ELIZABETH PARTAIN,7037692,,(774) 270-1766,"INNOVATIVE AUTISM CONNECTIONS, LLC",4562712,ELIZABETH LISON (CHIEF INNOVATIVE EXECUTIVE OFFICER),(774) 270-1766,JENNA WALLACK,437716,,(978) 846-3318,"ELIZABETH PARTAIN /// INNOVATIVE AUTISM CONNECTIONS, LLC /// JENNA WALLACK",ELIZABETH LISON
P3 - MEDIUM-HIGH,30 CAPITAL DR STE A,WEST SPRINGFIELD,1089,11468345,2,"SAME PERSON CONTROLS ALL ENTITIES | OVER $10M BILLED | BILLING SAME CODES: G0155, G0299, G0300, Q5001 | ONE PERSON RUNS ALL","VISITING NURSE ASSOCIATION AND HOSPICE OF WESTERN NEW ENGLAND, INC.",6103763,CHARLOTTE MCLEOD (DIRECTOR),(413) 794-6411,"VISITING NURSE ASSOCIATION AND HOSPICE OF WESTERN NEW ENGLAND, INC.",5364582,CHARLOTTE MCLEOD (DIRECTOR),(413) 794-6411,,0,,,"VISITING NURSE ASSOCIATION AND HOSPICE OF WESTERN NEW ENGLAND, INC. /// VISITING NURSE ASSOCIATION AND HOSPICE OF WESTERN NEW ENGLAND, INC.",CHARLOTTE MCLEOD
